steming_data,Score,Sentiment
indonesia mahasiswa sibuk demo luar negeri mahasiswa sibuk otak atik robot indonesia,-1,Negatif
demo glaaaaaaap,-1,Negatif
ck anak gede mah,-1,Negatif
makan gratis ya didik dperbaguslah biar negara maju generasi terus pintar,1,Positif
demo masuk perintah diam,-2,Negatif
mobil komando ya nganter hasto nih ya,3,Positif
moga tuntut laksana perintah demo bawa hasil demo harto lengser,-1,Negatif
itu demonstrasi jiwa demonstrasi mobil orang ya mobil hasto,0,Netral
tinggal nggu komando turun bela nkri gass pakai presiden prabowo,1,Positif
demo ampas aset bagus,-2,Negatif
besok senin lulus tinggal hitung,2,Positif
indonesia demo bumi matahari,0,Netral
tentang petenteng,0,Netral
kemarin nongol macet,-1,Negatif
hadeuhhh indonesia damai kerjaaa demo tahun mudah pimpin butuh proses mudah balik telapak tangan dek,-1,Negatif
anak stm,-1,Negatif
mengatasnamakan rakyat,0,Netral
klaim efisien paham sewa sewa aset demo paham sewa,0,Netral
prabowo,0,Netral
buruk ya pimpin rakyat ya,1,Positif
caption ya lucu kali lee kabinet gemoy ulah,-1,Negatif
biar demo cuman senyum rumah berak,-1,Negatif
baca komentar inti beda orang beda dapat,-2,Negatif
hakila pulang kemah buka tiktok langsung,1,Positif
halah presiden ya demo mulu,0,Netral
aselole presiden demo mahasiswa mahasiswa olah erti kasih mahasiswa pimpin kabinet becus pimpin ganti penjara alam gaya akan erti,-2,Negatif
maha siswa sekolah tau dunia politik wakil suara rakyat rakyat wakil paham,1,Positif
ngntuk bosenn lihat,1,Positif
kampus rectornye desain didik imigran yaman,1,Positif
dapat anggap normal gila anak cerdas wkwk,0,Netral
malu,0,Netral
presiden kerja tuntut presiden prabowo stop tuntut biar presiden percaya dukung beliau,4,Positif
demo jam kuliah ya ikut izin dosen gim,-2,Negatif
sesal pilih makan gratis nikmat mah,1,Positif
gknerima neriak nama mulyono,0,Netral
mahasiswa banyak mental budak,1,Positif
buzzer nongol,-2,Negatif
rakyat indonesia bodoh tegak kokoh jenderal rakyat indonesia dukung mu presiden pilih rakyat pilih mahasiswa loh,0,Netral
poin tuntut indonesiagelap cipta didik gratis ilmiah demokratis batal mangkas anggar didik cabut proyek strategis nasional masalah wujud reforma agraria sejati proyek strategis nasional psn kerap alat ampas tanah rakyat tuntut cabut psn pihak rakyat dorong laksana reforma agraria sejati tolak revisi undang undang minerba revisi undang undang minerba alat bungkam rezim kampus kampus lingkung akademik suara kritis hapus multifungsi abri libat militer sektor sipil potensi cipta represi hambat hidup demokratis sahkan rancang undang undang masyarakat adat masyarakat adat butuh lindung hukum tanah budaya cabut instruksi presiden nomor nilai ancam penting rakyat didik sehat evaluasi penuh program makan gizi gratis program makan gratis evaluasi sasar laksana alat politik realisasi anggar tunjang kerja dosen sejahtera akademisi perhati tingkat kualitas didik lindung hak hak buruh kampus desak prabowo subianto keluar atur perintah ganti undang undang ampas aset korupsi desak atas perppu berantas jahat ekonomi korupsi tolak revisi undang undang tni polri jaksa nilai revisi potensi kuat imunitas aparat militer lemah kuasa aparat efisiensi rombak kabinet merah putih boros jabat tanggung atas rombak jabat masalah tolak revisi atur dewan wakil rakyat tata tertib revisi masalah timbul wenang wenang lembaga dpr reformasi polisi republik indonesia polisi reformasi hilang budaya represif tingkat profesionalisme aksi panggil elemen masyarakat awal jalan perintah cipta adil sosial rakyat indonesia,-11,Negatif
ajar,0,Netral
ketua mahasewa anggota ya an tau acara,-2,Negatif
gelaaap gelaaaa,0,Netral
gelap demo pikirn ya gelap,-2,Negatif
ayok ramein indonesiaterangbenderang,0,Netral
rakyat indonesia butuh kerja mudah tampa batas umur sembako murah kaya gampang cari kerja susah muda tua sembako lonjak dll,-4,Negatif
omong gelap mahasewa abang efek ketangkep ya sih hasto sangka panik,-2,Negatif
buat postingan buat nyata coba share aksi baik moga hebat postingannya,4,Positif
gua mas bearti jalan,-1,Negatif
kerjax mahasewa job bayar nasi bungkus deh turun jalan teriak hidup sengsara nikmat beasiswa perintah,-1,Negatif
indonesia gelap rumah terang listrik token double kwh ya,1,Positif
sih tau tau salah tau tau salah jilat jilat sila oke gas diskusi dm,-8,Negatif
cahaya indonesia pesona indonesia semangkin nyata,0,Netral
inchu batman,0,Netral
gilir fakta sepi ya,-1,Negatif
dijelasin abang suka mah kagak suka capek jelasinnya huft,-1,Negatif
danantara korupsi mega,-1,Negatif
gelap harag barang,-1,Negatif
rakyat indonesia cerdas mahasiswa habis uang orang tua rakyat indonesia cerdas lucu mahasiswa indonesia,-1,Negatif
indonesia tanah air ku tanah beli air bayar punya,-1,Negatif
ya tau abak abah ya anak banteng ber persiden,0,Netral
mahasiswa bayar inti abang,0,Netral
dengar tuh drun,1,Positif
fungsi mahasiswa,0,Netral
demo demo ribut detail,-1,Negatif
sadar buzzer,-1,Negatif
serah anda,-1,Negatif
periksa sehat gratis gilir rawat cerita stop narasi sen kanan belok kiri,-1,Negatif
didik,0,Netral
terima putra aba,2,Positif
tunjuk terang ya mana masyarakat indonesia kongkrit ya utuk peluang kerja anak muda coba pagar laut ya diam,2,Positif
demo mhasewa pdi,-1,Negatif
lihat nih vidio nih orang suka demo,0,Netral
mahasewa abang mahasiswa bukti mobil pakai mahasewa demo,-3,Negatif
rg demo,-1,Negatif
saudara jenis video bayar,0,Netral
makan rgatis makan,0,Netral
mahasewa bossss mak mega banteng dalang ya,-1,Negatif
gelap demo,-2,Negatif
negara maju negara kembang sibuk politik negara negara maju kembang teknologi,1,Positif
harap rakyat tang pimpin pimpin ayom mesejahrakan rakyat pimpin harap rakyat,0,Netral
bagi sewa cair,-1,Negatif
akibat anak mudah pilih nomor,-2,Negatif
emaknya harap diskon listrik panjang anak demo gelap lucu,-1,Negatif
kasih tau lalu pilih yahahahai,-1,Negatif
buruk coba ya rakyat rakyat atas atas buruk senang bangga,-2,Negatif
jaman bilang perintah kerja mahasiswa demo,-1,Negatif
kocak,-1,Negatif
tirmishu kerja tuntut ya selesai anjir baik sdm rusak banget,2,Positif
indonesia presiden kayak korsel kaya berani deh,0,Netral
propokator nya,0,Netral
barusan beranda mahasiswa kandang banteng demo,-2,Negatif
saya pikir orang top -roke peran okok sakit paru -paru sodara,-1,Negatif
warga,0,Netral
demo demo,-2,Negatif
upaya jatuh perintah kubu sakit hati sakit manusia,-1,Negatif
tentu orang kisah insta wkwk ree,-1,Negatif
dikit demo noh lihat pemuda negara sibuk ajar inovasi teknologi sains kimia mikir obama golong ustad president ri demo dasar mental duit,0,Netral
fomo sih,0,Netral
media laku,0,Netral
tandain usaha usaha after lulus kuliah,1,Positif
sponsor demo partai koruptor berani men sah an uu ampas aset,-1,Negatif
gue penasaran jamin dosen ya kemarin nilai a semester ya nilai a kah,2,Positif
uhuy injuni,0,Netral
demo mahasiswa kemarin berani demo ampas hak aset,-3,Negatif
fomo,0,Netral
lihat tertawa,2,Positif
alla demo anda laku bawa orang -orang,-2,Negatif
hina,-1,Negatif
kudeta,0,Netral
kuliah kayak,-1,Negatif
sayang prabowo,0,Netral
presiden kayak om jin jun ya cepat kilat gila sih sumpah orang gila demo terus asa negara,-1,Negatif
iya desa terang matahari nya,1,Positif
demo ajar bela rakyat ya,0,Netral
admin gerinda,0,Netral
presiden pilih demo mulu ya,0,Netral
indonesia terang syukur juang,1,Positif
inti hidup sulit,0,Netral
orang glaaa suruh pergi negara,-1,Negatif
presiden demo,0,Netral
mahasiswa abal abal,0,Netral
buset komentar buzzer wowo kaget,-1,Negatif
bayar sih woy,0,Netral
lagu demo mahasiswa ya mahasewa tebak menunggangin demo,-1,Negatif
pdip,0,Netral
demo rumah ya listrik gratis tuhhhh,2,Positif
salah,-1,Negatif
lihat hasil main demo demo,0,Netral
syukur gampang laku pakai prabowo,1,Positif
biar kasihan unjuk,-1,Negatif
indonesia gelap mahasewa mata ya tutup duit,-3,Negatif
bohong,-1,Negatif
gelap koruptor hilang ladang cari uang efesiensi,-3,Negatif
suka anrkis rusak rugi mngkn grkin tngkp trncam bknye mjuin bngsa bwa rakyat nuntun nye rekayasa ya,0,Netral
gelap partai banteng hasto,-2,Negatif
mahasewa kakak laki -laki,-1,Negatif
indonesian terang,0,Netral
lapar aung kenyang bego,0,Netral
wkwkwk buzzer klarifikasi,0,Netral
buzer muliyono,0,Netral
maaf pribadi tolok indonesia gelap,-1,Negatif
kena phk rugi rakyat,-3,Negatif
bilang bayar sih erti negara mahasiswa,0,Netral
peg tugas bersih rri rumah,0,Netral
mahasewa lihat hahahaha,0,Netral
hidu prabowo,-1,Negatif
indosiar terang benderang gelap hasto pasu sakit hati,-3,Negatif
kasihan konten abang inimah orang istana kocak nih engak omong pakai data yaelah dasar lulus gagal,-3,Negatif
bangun narasi indonesia gelap main main,-2,Negatif
mantap bos,2,Positif
sekjenya ketangkep kayak cacing panas,-2,Negatif
pakai lensa riben kali ya,1,Positif
abang susah ngejelasin hati gelap sesuai hastag,0,Netral
itu saudara,-1,Negatif
awas buzzer abang soalny dapat buzzer bilang buzzer cermin demokrasi hati,-2,Negatif
banyak guru makan uang buta kerja gakda update ditiktok,1,Positif
hemat laku menteri anggota dpr,-1,Negatif
indonesiamenyalah,0,Netral
pas anggar potong biar korup demo pas anggar kasih pusat demo boros mau rakyat,0,Netral
mahasiswa demo suruh ngesahin uu ampas aset setir parpol demo penting parpol sakit hati kalah milu,-5,Negatif
demo bela rakyat demo bela koruptor mahasiswa mahasewa gocap,-3,Negatif
indonesia darurat hasto periksa indonesia gelap hasto periksa kpk indonesia gelap gulita hasto tahan,-4,Negatif
cerdas pintar tulus ikhlas,2,Positif
mhs mabuk kali,0,Netral
sekian banyk nya demo kali demo t l l korup brantas makan grtis utuk siswa utuk satwa kulia mahal pintar t l l,-1,Negatif
orang ribu kotak nasi plus,1,Positif
almamater doang keren uu ampas aset hilang,-1,Negatif
mahaswa orang indonesia milik gilran mngessh sita aset demo,0,Netral
coba indonesia kayak korut berani demo kayak gampng pimpin hey indonesia rusak butuh proses lurus dikit demo,-4,Negatif
mahasawa,0,Netral
loh selesai drama ppn,-1,Negatif
kerja selesai instan kah hidup,1,Positif
bangkit,0,Netral
sekolah -tama,1,Positif
hanya,-1,Negatif
buka pilih ya,0,Netral
indonesia gelap keren ah cari nama keren dikit,-3,Negatif
hadehhh,0,Netral
bela hasto,0,Netral
aman mahasewa uang jajan,-1,Negatif
fix tuduh mahasiswa demo bayar komentar londho ireng jaman jajah kompeni,-3,Negatif
komentar ngata katai mahasiswa miris wkwkwk,0,Netral
asa warga paham arti proses ya ya serba simpel terima beres,6,Positif
mending selesaain skripsi dek,0,Netral
terima kasih cerah,1,Positif
presiden kacung ya jokowi,2,Positif
ah promosi yuk warga bandung nagreg jual yonif dagang wedang pesan gratis minum bayar,1,Positif
sewa urus organisasi kait rakyat ikut uang urus rakyat hikmah,2,Positif
harness juang harness,0,Netral
heran ih dikit dikit demo kerja loh gampang urus negara tuh makan gratis rata gampang loh yaampun,-1,Negatif
baik kerja demo hasil,1,Positif
gila mahasiswa,0,Netral
genz,0,Netral
wajah mahasiwa,0,Netral
demo mau cuman wowo,-1,Negatif
sih demo rusak fasilitas,-1,Negatif
erti,0,Netral
presiden salah sigabut,0,Netral
kaos ndasmu kira macan meong ayo order harga,1,Positif
lanjut mahasiswa,0,Netral
sedih banget kritik perintah kirim buzzer wowo wiwi bibit usak demokrasi,-2,Negatif
wow buzzer aksi tanda tanda tanda panik,-4,Negatif
asa pimpin ya mata rakyat benernya,0,Netral
ganti presiden sekian kali demo coba kasih sempat presiden demo,0,Netral
kip ya pakai kip hp ya iphone,2,Positif
mahasawa,0,Netral
lucu,0,Netral
mahasiswa bayar bayar demo inti mengaliahkan hasto sangka korupsi harun buron rakyat buta,-3,Negatif
kubu wowo hilang lane,0,Netral
istana bansos,0,Netral
mahasawa,0,Netral
mana wapres ya ya ngawasin siang gratis,3,Positif
mahasiswa doang sisa an lucu banget ya gratisin selesai pikir presiden urus doang,2,Positif
kuliah ilmu pergunakann presiden jokowi presiden prabowo demo miris lihtnya,1,Positif
presiden demo otak,0,Netral
tunggu presiden era perrus,1,Positif
mana samsul,0,Netral
pilih prabowo lengser,-1,Negatif
demo erti sih demoin cuman bayar,-1,Negatif
mahasiswa biar anak sekolah kuliah mutu buang biaya,-1,Negatif
tidak -apa teman beli sepeda motor ipk aliowko,-1,Negatif
gilir uu ampas aset koruptor sahkan tidur,-1,Negatif
estimasi demo orang erti akar masalah orang fomo demo telusur tuju demo sehat prabowo,-4,Negatif
benci,0,Netral
dalang mahasiswa dalang demo,-1,Negatif
presiden demo yaelah,0,Netral
pilih sibuk kerja pilih sibuk demo nganggur,-3,Negatif
mahasiswa keren,0,Netral
mahasewa,-1,Negatif
kelas mahasewa mudah alat koruptor cerdas tani ya wkwkwk,0,Netral
duli prabowo hati,0,Netral
model kuliah ya gerbang pintu universitas,2,Positif
semenjak prabowo bio solar sedia kosong pom,0,Netral
mengapa,0,Netral
demo ya ngebet makan siang gratis,1,Positif
sabarr woiii proses sabar demo ngerusak fasilitas,1,Positif
mahasiswa hama,-1,Negatif
presidenny deh mata manusia percaya ngpain capek presidenny kerja,2,Positif
pas prabowo ambil bahagia koruptor satu,0,Netral
salah rakyat indonesia wakil pahammm,-1,Negatif
tag admin gerinda spam gerindra,-1,Negatif
ampas aset kah,-1,Negatif
kabar ya uang benar borong beda ya,1,Positif
besok sls kuliah jabat,-1,Negatif
ngejabat taun acan dtuntut beres lucu,-1,Negatif
bingung lihat komentar ya bjir salah campur raduk,2,Positif
nana tanggap warga tt beda dibandingin kali ya mahasiswa juang potong anggar didik tuh dampak luas,0,Netral
sebut manfaat demo,0,Netral
kerja gua cepat kelarin kuliah cari kerja usaha butuh alam kerja alam kuliah,0,Netral
indonesia mah presiden ya demo,1,Positif
demo sewa an,-1,Negatif
tunggu,0,Netral
dikit demo negara hancur awalli demo mudah atur negara nih sih pimpin sabar tuntut,-3,Negatif
jenis guna apa,0,Netral
benar -benar uji coba ya sehat mr prabowo domba,1,Positif
awat hak,1,Positif
lumayan bayar makan minggu makan mie tunggu kirim orang tua,0,Netral
ngabisin siain mudah provokator,0,Netral
ganti presiden ganti mahasiswa,1,Positif
sesap,0,Netral
halah lagu,0,Netral
presiden kayak ganti presiden demo kaliah sekolah tri kabinet kejar cita yaallah,-1,Negatif
demo ikut,-2,Negatif
orang,0,Netral
demo paman emak abang laku,-1,Negatif
otak koruptor gelap,-1,Negatif
mosok anak banget suruh,-1,Negatif
orang perintah ya asal mahasiswa,1,Positif
mahasawa,0,Netral
sdm ya rendah harga buka senang demo umr daerah turun maju anjir,0,Netral
mah aman keluh demo keluh,-1,Negatif
tanggap prabowo demo,0,Netral
indonesia gelap bukti agama dalam nkri,-2,Negatif
wow maha sewa demo,0,Netral
demo aman kaya tuh,-1,Negatif
negara konoho mayoritas sdm rendah,-1,Negatif
baca komen kayak e pengin presiden deh,0,Netral
akal akal sih,0,Netral
sumpah mahasiswa demo mana logika heran,-1,Negatif
hadeuuuhhh mahasiswa cuman demen demo,-1,Negatif
susah banget jir presiden,0,Netral
sesal pilih,-1,Negatif
berani demo sah uu ampas aset paten,-2,Negatif
isu tahu ya demo bayar bukti sodara ditawarin demo bayar ribu nolak,-3,Negatif
salam orang -orang bangsa semangat salam anak,-1,Negatif
mahasiswa gelap,-1,Negatif
ampas aset,-1,Negatif
mahasewa kayak,-2,Negatif
jujur ya progam prabowo kagak guna,1,Positif
mahasiswa demo kayak tugas kuliah bikin macet,-3,Negatif
demo heran ya kali kerja langsung tuntut gilir bagus jelek langsung dinaikin,1,Positif
bayar derajat,1,Positif
gue gantung karya gampang provokasi makasihh,1,Positif
ayo pres hadap mahasiswa kayak periode kemarin dah demo kabur,-3,Negatif
anjir kerja tuntut ya kayak jabat,-1,Negatif
ganti rakyat presiden ya prabowo usaha maksimal lo apa negara,2,Positif
tv,0,Netral
hidup mahasewa,-1,Negatif
benar kah,0,Netral
moga kondusif,1,Positif
maju ujung unjuk lihat kembang perintah salah pmerintah salah bikin negara maju pola pikir generasi olah tunggu pmrintah,-2,Negatif
sehat prabowo,0,Netral
kuliah tuh ajar ajar demo,-1,Negatif
kaget presiden demo,0,Netral
gelap bokek,-2,Negatif
mahasiswa mantap,1,Positif
ramal ya ramal demo besar presiden pilih lupa ramal,-3,Negatif
kemarin nyoblos demo,-1,Negatif
demo sahkan ampas aset,-2,Negatif
obo obo negara obo obo khkhkh,0,Netral
rumah lo beli token listrik biar gelap demo kacung,-1,Negatif
masiswa suruh banteng,-2,Negatif
guna,1,Positif
mahasawa,0,Netral
kemarin idam ngidamin,0,Netral
srh kuliah biar pintar demo,-1,Negatif
mengapa demo prioritas orang partai cemas,-2,Negatif
presiden demo indonesia rusak pimpin mulyono,0,Netral
mending login ml,0,Netral
sih guna mahadewa demo,0,Netral
untung wisuda malu hidup mahasewa,-1,Negatif
diskon listrik demo diam diam,0,Netral
broo postinganmuu,0,Netral
bahkan bawa nama orang -orang dunia perhati,0,Netral
sdm astagfirullah,0,Netral
dema demo dema demo indonesia gelap emak noh ngisi token bonus,-3,Negatif
syukur hasto tahan kpk,1,Positif
ayo petrus partaigerindra,1,Positif
paham dalang,0,Netral
maju mahasiswa negara milik,1,Positif
tanggung bos kali lian jilid,-1,Negatif
joget,0,Netral
mata tutup saku paking sih saku demo,-3,Negatif
kabur prabowo dah kabur woi,-3,Negatif
pecat pecat ganti presiden,-1,Negatif
dek,0,Netral
prabowo berantas korup marah wowo lucu anjir,-2,Negatif
manusia manusia fomo,2,Positif
woi gerindra bilang bapaaak hapus danantaraaaaaaa indonesia ngalemin kayak malaysia mdb deh,-2,Negatif
anak buah hasto demo ya uang ya korupsi,-1,Negatif
hidup bpk prabowo subianto presiden indonesia baik,1,Positif
demo bahas kena korupsi jls korupsi hidup mewah nyenyak penjara,-5,Negatif
mahasiswa bayar,0,Netral
presiden pro rakyat makan oknum ancam lapak cari uang haram ya,0,Netral
gayaa don t mahaaa mahaaa,0,Netral
buka tiktok demo orang orang,-1,Negatif
mamak mu suka antri blt,1,Positif
alhamdulilah haji,1,Positif
mabrur nih,1,Positif
itu selingkuh allah yang mahakuasa,-2,Negatif
parahhh,0,Netral
sakit jantung anda selingkuh tuhan,-2,Negatif
doa haji,0,Netral
doa orang a tiktok,0,Netral
haji tuh pikir bersih haji cuman kelas study tour minimal cermin ajar rasulullah,-1,Negatif
salah dapat iya kah kondisi ekonomi msyarakat dengar prediksi no prediksi katnya,0,Netral
komentar surat sirat esensi rendah sanggah,-1,Negatif
ekonomi masyarakat kembang umkm daerah dasar politikus oposisi,0,Netral
umkm kembang daya beli masyarakat turun,1,Positif
eh broo daya beli turun otomatis umkm lambat tolong pakai pikir omong bilang lambat pikir,2,Positif
ya lihat phk mana daya beli turun umkm jamur ttpi hasil turun cek lapang,2,Positif
